number,value,datetime_start,datetime_complete,duration,params_CLIP_GRAD,params_DROPOUT,params_HIDDEN_SIZE,params_LEARNING_RATE,params_NUM_LAYERS,params_OPTIMIZER,params_WEIGHT_DECAY,params_WEIGHT_INIT_TYPE,user_attrs_mae,user_attrs_mae_mean,user_attrs_mape,user_attrs_mape_mean,user_attrs_rmse,user_attrs_rmse_mean,user_attrs_std_dev,user_attrs_std_dev_mean,state
1,8.94813346862793,2025-01-18 12:24:38.138016,2025-01-18 12:26:29.970862,0 days 00:01:51.832846,0.1,0.25,50,0.002,5,adam,0.0,he,8.948133,9.422645,16.86132,16.902946,10.229318618774414,10.13609033408842,7.934252,4.290737,COMPLETE
0,48.39580154418945,2025-01-18 12:23:31.187797,2025-01-18 12:24:38.136084,0 days 00:01:06.948287,0.1,0.15000000000000002,60,0.0001,2,adam,1e-05,default,48.3958,49.24234,95.40322,95.36444,49.5528450012207,49.75629060001892,10.645736,6.3152423,COMPLETE
